,location_id,latitude,longitude,route_segment,n_chargers_proposed,grid_status
0,IBE_01,4304489.891626588,658248.24357504,A-31,4,Congested
1,IBE_02,4313691.606281224,652793.5156635651,A-31,4,Congested
2,IBE_03,4321871.955985377,569652.4634162581,N-430,4,Congested
3,IBE_04,4311703.790309232,540286.8272060794,N-430,19,Congested
4,IBE_05,4345426.445918975,533322.1193997232,N-310,16,Congested
5,IBE_06,4193476.801177011,691601.5722480342,AP-7N,30,Congested
6,IBE_07,4271590.8558020005,688189.3189388681,A-31,19,Congested
7,IBE_08,4277556.299729925,686742.3337790703,A-31,29,Congested
8,IBE_09,4135440.6335912915,564910.7013472723,A-92N,30,Congested
9,IBE_10,4134847.6416358016,563542.5609215006,A-92N,30,Congested
10,IBE_11,4148854.378807486,599897.710790719,N-340A,7,Congested
11,IBE_12,4139212.495700787,609688.146832742,AP-7N,6,Congested
12,IBE_13,4134969.001989759,543504.943226697,A-92N,30,Congested
13,IBE_14,4166869.2888636864,582085.7781343804,A-92N,9,Congested
14,IBE_15,4167028.746282314,582008.2316377659,A-92N,30,Congested
15,IBE_16,4710668.820137846,534581.625938937,N-232,9,Congested
16,IBE_17,4782596.566782506,282543.81145255116,A-66,8,Congested
17,IBE_18,4795467.657686933,354332.39266965573,N-634,30,Congested
18,IBE_19,4802332.242876283,327792.6614173537,N-625,30,Congested
19,IBE_20,4801963.928100997,328195.50497835054,N-625,30,Congested
20,IBE_21,4806272.391027205,323210.177436798,N-634,30,Congested
21,IBE_22,4783116.132846444,270030.1181751182,A-66,30,Congested
22,IBE_23,4784847.580723807,271532.91588325973,A-66,30,Congested
23,IBE_24,4790922.454371138,274401.7211272634,A-66,30,Congested
24,IBE_25,4787833.148883383,275548.2898047986,A-66,30,Congested
25,IBE_26,4791899.7600807175,274174.53075867606,A-66,4,Congested
26,IBE_27,4826880.078310902,201570.8551552933,A-8,4,Congested
27,IBE_28,4805056.826906359,323182.8937583917,N-634,30,Congested
28,IBE_29,4798397.745346706,371658.63027691067,N-621,30,Congested
29,IBE_30,4804383.649042755,373843.06690283073,N-634,30,Congested
30,IBE_31,4804410.79809294,373217.7649184729,N-634,30,Congested
31,IBE_32,4809522.245777163,230510.36179848958,N-634,27,Congested
32,IBE_33,4802656.313667463,287042.2983581703,A-64,30,Congested
33,IBE_34,4808263.693877994,282415.6271631922,N-634,26,Congested
34,IBE_35,4807310.935060691,283909.6813961283,N-634,30,Congested
35,IBE_36,4807932.354395782,284467.8271015639,N-634,30,Congested
36,IBE_37,4805890.941678663,226293.18109277508,N-634,30,Congested
37,IBE_38,4805881.891987906,226134.92380806652,N-634,30,Congested
38,IBE_39,4826785.016700794,224317.69983119168,N-632,30,Congested
39,IBE_40,4826246.418333112,215670.53338090295,N-634,14,Congested
40,IBE_41,4827781.003044354,208788.42642408703,N-634,12,Congested
41,IBE_42,4820782.454188553,222912.4119710498,N-634,30,Congested
42,IBE_43,4822078.811036456,221980.51755656197,N-634,4,Congested
43,IBE_44,4813761.449716729,224031.02015518962,N-634,30,Congested
44,IBE_45,4546800.499155976,355428.3831451803,A-6,30,Congested
45,IBE_46,4445638.106638189,309850.3583360148,N-502,24,Congested
46,IBE_47,4532924.508129003,334200.1606305774,A-50,20,Congested
47,IBE_48,4551005.263650473,332028.80786529195,A-6,16,Congested
48,IBE_49,4551431.12884046,332834.50870083156,A-6,30,Congested
49,IBE_50,4494130.552949079,329535.09536094364,N-110,4,Congested
50,IBE_51,4542640.00551943,351203.76294732303,A-6,30,Congested
51,IBE_52,4493673.605787671,380627.7028307847,N-110,30,Congested
52,IBE_53,4469872.803012919,318804.5109949228,N-502,4,Congested
53,IBE_54,4494672.235306562,387205.5863511936,AP-6,30,Congested
54,IBE_55,4238245.6839590855,265088.5674877608,N-432,4,Congested
55,IBE_56,4350099.142431865,318346.4900891533,N-502,6,Congested
56,IBE_57,4213979.217319707,217320.6867886068,N-630,7,Congested
57,IBE_58,4213886.7583089955,217317.4816839975,N-630,30,Congested
58,IBE_59,4213812.094883573,217512.67540074798,N-630,30,Congested
59,IBE_60,4315789.985344938,223752.5441970802,A-5,8,Congested
60,IBE_61,4322142.490168766,239734.59445796235,N-430,30,Congested
61,IBE_62,4321866.413415375,239682.11848024325,N-430,30,Congested
62,IBE_63,4321507.880571211,239602.8095305318,N-430,8,Congested
63,IBE_64,4347021.903834081,311137.0937285371,N-502,4,Congested
64,IBE_65,4252496.964353213,169435.6312427399,N-435,4,Congested
65,IBE_66,4324647.7116514295,267361.66573700367,N-430,30,Congested
66,IBE_67,4672733.884269503,901434.4731929207,C-16,4,Congested
67,IBE_68,4576247.366209556,884283.6053935208,N-340,30,Congested
68,IBE_69,4686102.158709176,902179.2585383018,C-16,30,Congested
69,IBE_70,4575432.039128889,897655.8055372001,AP-7N,30,Congested
70,IBE_71,4584050.852629849,889466.5284632985,N-340,30,Congested
71,IBE_72,4587876.95915831,893565.1121751545,N-340,30,Congested
72,IBE_73,4587276.49088352,892821.2173791584,N-340,30,Congested
73,IBE_74,4574336.026062889,897248.4605940494,N-340,30,Congested
74,IBE_75,4786265.774931737,520062.21376235,AP-8,27,Congested
75,IBE_76,4793789.047822031,525393.6502298437,AP-8,30,Congested
76,IBE_77,4784259.545874816,517428.1723833838,AP-8,19,Congested
77,IBE_78,4790476.740713485,487587.89967376774,N-634,30,Congested
78,IBE_79,4801042.007881372,491854.4208937983,A-8,30,Congested
79,IBE_80,4611589.152021966,441675.1318144062,N-1,30,Congested
80,IBE_81,4611613.198035686,441749.35494661884,N-1,30,Congested
81,IBE_82,4612916.451513056,438947.70817711134,N-122,4,Congested
82,IBE_83,4612545.48850676,442399.8543644082,N-1A,30,Congested
83,IBE_84,4610014.666915726,442247.6964501417,A-11,30,Congested
84,IBE_85,4611037.463411504,434818.65389483405,N-122,4,Congested
85,IBE_86,4608634.878336964,426801.51146261476,N-122,30,Congested
86,IBE_87,4607403.013107703,442944.16098050826,N-1,30,Congested
87,IBE_88,4654224.198207123,436534.3684830132,N-622,19,Congested
88,IBE_89,4664720.888292483,440758.85659868416,A-1,12,Congested
89,IBE_90,4695271.132165336,398106.8624362855,N-120,22,Congested
90,IBE_91,4604916.279700397,441891.823264109,A-1,30,Congested
91,IBE_92,4647408.120389283,488208.3663864109,N-234,12,Congested
92,IBE_93,4602679.912102245,441183.58695106435,N-1,30,Congested
93,IBE_94,4609249.907247922,451855.3131329593,N-122,30,Congested
94,IBE_95,4757895.092014148,430732.1864321739,N-623,30,Congested
95,IBE_96,4461522.436188286,252591.05003947715,N-630,30,Congested
96,IBE_97,4461262.528039832,251951.03667272595,N-630,4,Congested
97,IBE_98,4408059.908537653,269140.94778670423,A-5,30,Congested
98,IBE_99,4341804.747949899,226900.26149305544,N-630,30,Congested
99,IBE_100,4467103.28020922,257162.6391584188,N-630,30,Congested
100,IBE_101,4414615.35620525,275045.4461043229,A-5,4,Congested
101,IBE_102,4376457.53987094,209531.16428416525,N-521,13,Congested
102,IBE_103,4365428.180635945,204094.82548847748,N-523,30,Congested
103,IBE_104,4372605.006212826,208835.98850321386,N-630,30,Congested
104,IBE_105,4364659.384361902,211561.95420267928,N-630,18,Congested
105,IBE_106,4383217.172441134,204656.5340549898,N-630,30,Congested
106,IBE_107,4383023.374974222,206824.94710362528,A-66,4,Congested
107,IBE_108,4383451.415876772,206207.63515256642,A-66,30,Congested
108,IBE_109,4384434.298870202,207896.83268602652,A-66,30,Congested
109,IBE_110,4431679.560703619,201096.20935374638,EX-A1,6,Congested
110,IBE_111,4436518.971807786,278502.079956842,EX-A1,30,Sufficient
111,IBE_112,4443886.9268616205,268259.85188377765,N-110,30,Congested
112,IBE_113,4396650.656987318,266758.6932095696,A-5,30,Congested
113,IBE_114,4430977.277509114,218615.46091376955,EX-A1,6,Congested
114,IBE_115,4430177.412902839,211930.63190540823,EX-A1,30,Congested
115,IBE_116,4419907.34515145,219845.53185673105,N-630,30,Congested
116,IBE_117,4442797.312188405,214119.32961352478,EX-A1,30,Congested
117,IBE_118,4442152.040575312,216168.41541793954,EX-A1,30,Congested
118,IBE_119,4426613.337627321,278674.03140566335,EX-A1,17,Sufficient
119,IBE_120,4416942.752574336,281841.1017182276,A-5,19,Congested
120,IBE_121,4419318.760810914,282500.8107496465,A-5,30,Congested
121,IBE_122,4436452.968986962,258502.81287971744,N-110,30,Congested
122,IBE_123,4418276.871814175,289053.8037510514,A-5,30,Congested
123,IBE_124,4432389.5787678985,233321.06057196914,N-630,4,Congested
124,IBE_125,4423460.90631996,222487.02894022356,N-630,30,Congested
125,IBE_126,4377549.511255012,155918.0733508609,N-521,27,Congested
126,IBE_127,4358303.9567805985,253726.84002893363,A-5,30,Congested
127,IBE_128,4428964.214925917,277116.0410056001,EX-A1,30,Sufficient
128,IBE_129,4430573.828870433,277376.8320268551,EX-A1,30,Sufficient
129,IBE_130,4433633.311525484,254691.63803761132,EX-A1,7,Congested
130,IBE_131,4371812.059543937,253011.10550174586,A-5,30,Congested
131,IBE_132,4372716.115602849,253702.65760860895,A-5,30,Congested
132,IBE_133,4370561.675974281,252052.37816299446,N-5,30,Congested
133,IBE_134,4378052.310612434,256255.85549473803,A-5,30,Congested
134,IBE_135,4379002.62375343,256462.73132226118,A-5,30,Congested
135,IBE_136,4374106.724034592,254526.59171785653,A-5,30,Congested
136,IBE_137,4366357.42464713,251479.74252653625,A-5,30,Congested
137,IBE_138,4379035.728201148,256487.69646799954,A-5,30,Congested
138,IBE_139,4439584.653994117,221950.16641947546,EX-A1,30,Congested
139,IBE_140,4002406.571240338,279141.14946873137,A-7S,12,Congested
140,IBE_141,4003514.149526236,279121.70549811807,A-7S,30,Congested
141,IBE_142,3999519.6418414847,279158.26144323125,N-350,30,Congested
142,IBE_143,4068385.8261038046,238396.56729415167,AP-4,24,Congested
143,IBE_144,4009063.7438838943,273885.63897169323,A-381,4,Congested
144,IBE_145,4006747.474366247,280653.57442616345,A-7S,30,Congested
145,IBE_146,4044621.6494995207,207070.67817016598,CA-36,4,Congested
146,IBE_147,4044663.5732711516,207017.2972199623,CA-36,30,Congested
147,IBE_148,4032270.1412490862,217853.91259456548,N-340,29,Congested
148,IBE_149,4021069.3465251126,224078.574713405,N-340,10,Sufficient
149,IBE_150,4026086.4385304158,222338.32192393165,A-48,30,Sufficient
150,IBE_151,4026219.6048681354,222325.15224060154,A-48,13,Sufficient
151,IBE_152,4022559.0832009963,225654.28197873168,A-48,11,Sufficient
152,IBE_153,4046283.9177545193,233022.9861985467,A-381,30,Sufficient
153,IBE_154,4034437.0837839856,281057.8313866837,AP-7S,30,Congested
154,IBE_155,4005861.0098723387,287566.93188559706,N-351,30,Congested
155,IBE_156,4006150.216091421,288736.53020762256,N-351,30,Congested
156,IBE_157,4008592.932083334,289098.1063957165,CA-34,30,Congested
157,IBE_158,4040260.824609318,235844.0659276824,A-381,30,Sufficient
158,IBE_159,4041084.9604322137,238769.56378754618,A-381,30,Sufficient
159,IBE_160,4060160.875489803,208527.45128940063,CA-31,30,Congested
160,IBE_161,4054139.6639949973,210625.09058543906,CA-32,30,Congested
161,IBE_162,4056502.7425433313,213782.40012128762,A-4,30,Congested
162,IBE_163,4059416.0399193484,198910.2798301393,CA-35,18,Congested
163,IBE_164,4062489.736035488,200246.67728610762,CA-31,30,Congested
164,IBE_165,4059330.624340743,198969.43440302758,CA-35,30,Congested
165,IBE_166,4041052.582677163,212988.92861450656,CA-33,30,Congested
166,IBE_167,4012106.7439465723,288656.0102688254,N-340,10,Congested
167,IBE_168,4010053.123573578,281526.38395705645,A-7S,30,Congested
168,IBE_169,4009959.0814102464,284433.0506787719,A-7S,30,Congested
169,IBE_170,4019269.889505876,295105.4302937614,A-7S,30,Congested
170,IBE_171,3994370.532610041,272020.23453420773,N-340,30,Congested
171,IBE_172,3990041.856275104,264848.0133299095,N-340,30,Congested
172,IBE_173,3994392.1020860514,272023.31984550913,N-340,30,Congested
173,IBE_174,4008234.0092121633,251887.44235390355,N-340,30,Congested
174,IBE_175,4016836.678959928,233954.45839522802,N-340,30,Sufficient
175,IBE_176,4022606.8595581963,240865.13944570595,N-340,30,Moderate
176,IBE_177,4018208.2729442087,233696.5773007429,N-340,30,Sufficient
177,IBE_178,4805433.212814605,406448.52226607705,N-634,30,Congested
178,IBE_179,4781560.383740708,414470.29438965634,N-611,15,Congested
179,IBE_180,4797821.159616617,403387.75163938955,A-8,30,Congested
180,IBE_181,4809403.275803514,434856.8113890605,N-636,29,Congested
181,IBE_182,4754767.192826527,408344.97861445433,N-611,30,Congested
182,IBE_183,4801575.525725329,482274.21296386304,A-8,30,Congested
183,IBE_184,4801790.254195143,482767.7003364063,A-8,30,Congested
184,IBE_185,4800222.401633948,485705.803759641,N-634,30,Congested
185,IBE_186,4803436.146610747,482112.6370539331,A-8,30,Congested
186,IBE_187,4805653.437708549,475485.37128350633,N-634,30,Congested
187,IBE_188,4798685.857234742,487429.5493119751,N-634,30,Congested
188,IBE_189,4798716.569371688,487456.5980814048,N-634,30,Congested
189,IBE_190,4780621.527395435,369435.94442928955,N-621,30,Sufficient
190,IBE_191,4785212.190407863,423634.89399625437,N-623,30,Congested
191,IBE_192,4785492.592352651,423392.0802036011,N-623,30,Congested
192,IBE_193,4790002.008444251,385923.9565575173,N-634,7,Sufficient
193,IBE_194,4791482.550266956,398589.4993924572,N-634,30,Congested
194,IBE_195,4804657.815286014,396369.82998589164,N-634,6,Sufficient
195,IBE_196,4804905.512941266,385974.53539189446,N-634,16,Congested
196,IBE_197,4812503.238157199,435578.96082162246,N-611,30,Congested
197,IBE_198,4813473.058138741,436765.58992406935,N-611,21,Congested
198,IBE_199,4813117.305529942,433975.9145368132,N-611,30,Congested
199,IBE_200,4815023.367399853,435302.05763618124,S-20,30,Congested
200,IBE_201,4791553.2547060875,424102.88669049926,N-623,11,Congested
201,IBE_202,4803526.90774082,378756.6017480363,N-634,30,Congested
202,IBE_203,4803560.605646661,378167.81231513084,N-621,30,Congested
203,IBE_204,4797133.844980315,393859.59227179637,N-634,6,Congested
204,IBE_205,4798760.81155143,392240.8216178478,A-8,4,Sufficient
205,IBE_206,4739599.421444394,423608.07505467406,N-627,6,Congested
206,IBE_207,4473826.750876878,742830.1361643857,N-232,30,Congested
207,IBE_208,4481485.236858091,787760.009305083,AP-7N,30,Congested
208,IBE_209,4478824.758362563,788053.5117128538,N-340,30,Congested
209,IBE_210,4480405.225869144,790745.1559497234,N-340,6,Congested
210,IBE_211,4480222.670679053,789940.1394071059,N-340,12,Congested
211,IBE_212,4478948.866075411,790704.8874835854,N-340,30,Congested
212,IBE_213,4484186.776866563,788852.2720069013,AP-7N,6,Congested
213,IBE_214,4438673.445631534,761456.8913542086,N-340,26,Congested
214,IBE_215,4437832.68339473,760532.0760158545,N-340,30,Congested
215,IBE_216,4455184.121379562,757889.8137862325,AP-7N,30,Congested
216,IBE_217,4452912.419699903,759194.2993903782,AP-7N,30,Congested
217,IBE_218,4447110.442828551,767427.3995954138,AP-7N,30,Congested
218,IBE_219,4431968.123720712,752714.8623816194,AP-7N,30,Congested
219,IBE_220,4431904.700750783,752572.1768201115,AP-7N,12,Congested
220,IBE_221,4432067.232415653,753651.7749995677,AP-7N,30,Congested
221,IBE_222,4435647.483791108,757111.1088529183,N-340,30,Congested
222,IBE_223,4437879.963608415,710771.1024014403,A-23,30,Congested
223,IBE_224,4427416.393224592,736537.5681245915,AP-7N,23,Congested
224,IBE_225,4426240.445907352,740382.0633418331,AP-7N,26,Congested
225,IBE_226,4444515.591470481,768443.8111432465,N-340,18,Congested
226,IBE_227,4474164.0330384895,788135.7838926587,AP-7N,30,Congested
227,IBE_228,4473383.090086137,788470.5380407268,AP-7N,30,Congested
228,IBE_229,4477003.772333683,789212.1733670601,N-340,30,Congested
229,IBE_230,4500237.9074787935,783351.1579002554,AP-7N,22,Congested
230,IBE_231,4413636.705479463,715408.2911221714,A-23,22,Congested
231,IBE_232,4409975.74598658,720142.8157494785,A-23,19,Congested
232,IBE_233,4456772.025296417,771486.1650913296,N-340,8,Congested
233,IBE_234,4360663.888506699,480484.5751603408,A-4,30,Congested
234,IBE_235,4360330.51577395,480658.3739758073,A-4,30,Congested
235,IBE_236,4359897.096504336,480147.74081811536,A-4,30,Congested
236,IBE_237,4359118.521613578,482138.6146904545,A-4,30,Congested
237,IBE_238,4359164.87666504,482105.2185033177,A-4,30,Congested
238,IBE_239,4361213.561194596,481346.9799210507,AP-36,30,Congested
239,IBE_240,4359679.7334482875,479573.11283261556,A-4,30,Congested
240,IBE_241,4361133.820663108,481186.5502611063,AP-36,30,Congested
241,IBE_242,4286601.954261048,405526.95764803316,PT-10,15,Congested
242,IBE_243,4287458.193271499,407169.57138969295,N-420,30,Congested
243,IBE_244,4286031.256766487,406865.4749667223,N-420,30,Congested
244,IBE_245,4360988.217213355,489811.0375566039,AP-36,30,Congested
245,IBE_246,4360505.280493427,504836.5085507838,AP-36,28,Sufficient
246,IBE_247,4361904.478998184,504228.1589126649,AP-36,21,Sufficient
247,IBE_248,4360743.0056617595,505357.7375966992,AP-36,30,Sufficient
248,IBE_249,4281715.0723471325,403504.3219602611,N-420,21,Congested
249,IBE_250,4284234.668969975,404203.9732359918,N-420,9,Congested
250,IBE_251,4284541.090799877,404352.631844911,N-420,30,Congested
251,IBE_252,4284639.568754266,404368.33753968135,N-420,30,Congested
252,IBE_253,4312048.180908359,360610.4987469488,N-430,30,Congested
253,IBE_254,4249836.845951502,327493.6586507973,N-502,9,Congested
254,IBE_255,4271597.064913801,311546.8699072311,N-502,25,Congested
255,IBE_256,4238344.983101809,307053.3877850453,N-432,30,Congested
256,IBE_257,4148936.1219680076,372666.0988199787,N-331,19,Congested
257,IBE_258,4236317.705805661,384201.65978149266,N-420,30,Congested
258,IBE_259,4170188.981777702,329657.8944300569,A-4,22,Congested
259,IBE_260,4174054.5658155833,330769.1403630547,A-4,30,Congested
260,IBE_261,4196671.124270221,335404.5330906854,N-437,8,Congested
261,IBE_262,4196829.13910823,358663.14626466914,A-4,18,Congested
262,IBE_263,4195942.615886816,340279.4183127204,N-437,17,Congested
263,IBE_264,4217615.1439078115,336488.91287710576,N-432,30,Congested
264,IBE_265,4207264.663502397,378049.7269596626,A-4,17,Congested
265,IBE_266,4207368.8160434915,378717.27925637655,A-4,30,Congested
266,IBE_267,4203612.51436187,371928.153596465,A-4,7,Congested
267,IBE_268,4241748.249464921,300780.8592265633,N-432,7,Congested
268,IBE_269,4240838.004955118,303566.2226873093,N-432,16,Congested
269,IBE_270,4247529.920309273,339133.52021953254,N-502,4,Congested
270,IBE_271,4143564.9253288526,394370.80849655793,N-432,30,Congested
271,IBE_272,4134218.451861606,391068.2161205576,A-92,30,Congested
272,IBE_273,4138300.367294953,341192.8782736622,A-92,4,Congested
273,IBE_274,4138877.3853449035,341171.87427077885,A-92,15,Congested
274,IBE_275,4136983.827410011,338938.3430788935,A-92,4,Congested
275,IBE_276,4163893.639842489,347135.911720781,A-45,17,Congested
276,IBE_277,4167638.830209529,346687.7451998085,A-45,30,Congested
277,IBE_278,4166633.4875708604,335457.97733248933,N-4,10,Congested
278,IBE_279,4205062.525655569,387803.5337880353,A-4,25,Congested
279,IBE_280,4202011.103319139,364176.9406947731,A-4,23,Congested
280,IBE_281,4242554.500905938,358121.7052943257,N-420,13,Congested
281,IBE_282,4825777.585571657,99982.35724496609,AP-9F,30,Congested
282,IBE_283,4822575.553962442,106177.87495476502,A-8,30,Congested
283,IBE_284,4821387.13914173,107811.49310044164,A-8,30,Congested
284,IBE_285,4821380.966640002,96347.19721242099,AP-9F,30,Congested
285,IBE_286,4407964.454377977,519526.90993405995,A-3,30,Congested
286,IBE_287,4376719.797375487,564115.5195166501,A-3,30,Congested
287,IBE_288,4441511.845098844,507796.2796561549,A-40,30,Congested
288,IBE_289,4434934.859837373,492917.05380878417,A-3,30,Congested
289,IBE_290,4431309.774841615,496385.76617803506,A-3,30,Congested
290,IBE_291,4431414.498067944,496497.15686693246,A-3,30,Congested
291,IBE_292,4389757.149557893,572017.3117388658,N-3,30,Congested
292,IBE_293,4417812.453136812,602077.2925103769,N-420,11,Congested
293,IBE_294,4402801.660988009,611832.0116877069,N-420,4,Congested
294,IBE_295,4354095.863947561,554210.7891134648,AP-36,30,Congested
295,IBE_296,4375159.253495261,607233.0499178949,A-3,6,Congested
296,IBE_297,4437445.06473981,568135.1506405693,A-40,13,Congested
297,IBE_298,4429436.898566202,576201.8853676767,N-420,30,Congested
298,IBE_299,4419991.118934209,499036.3314093293,A-3,30,Congested
299,IBE_300,4420151.379062704,499100.4353836961,A-3,30,Congested
300,IBE_301,4362473.563962378,618474.966133785,A-3,30,Congested
301,IBE_302,4417122.776750298,524423.3413094188,A-3,30,Congested
302,IBE_303,4383890.342733015,561754.5648103005,A-3,30,Congested
303,IBE_304,4383205.8647343535,561755.2339433213,A-3,30,Congested
304,IBE_305,4410754.409278076,500116.43374834483,A-3,30,Moderate
305,IBE_306,4410985.5980576435,499781.3404357961,A-3,30,Moderate
306,IBE_307,4410535.434998407,499738.5512711648,A-3,30,Moderate
307,IBE_308,4418187.904062419,521846.39731716167,A-3,30,Congested
308,IBE_309,4418021.645695664,521925.2492389275,A-3,30,Congested
309,IBE_310,4366739.461275644,607325.7065105992,A-3,30,Congested
310,IBE_311,4366465.270453339,608673.1751704719,A-3,30,Congested
311,IBE_312,4358379.583825049,610155.3638360365,A-3,26,Congested
312,IBE_313,4356756.71754326,610087.3310197089,N-322,30,Congested
313,IBE_314,4359519.204572774,520322.06854698574,AP-36,30,Congested
314,IBE_315,4360739.293311009,520058.14518318215,AP-36,30,Congested
315,IBE_316,4376765.096685875,623328.7124062724,N-3,30,Congested
316,IBE_317,4377390.803843234,620570.4476980843,N-3,30,Congested
317,IBE_318,4398073.164465249,542799.0152176262,N-420,30,Congested
318,IBE_319,4414682.2134245075,528340.7420154869,A-3,30,Congested
319,IBE_320,4379961.30176151,593543.551241289,N-3,20,Congested
320,IBE_321,4374825.972765421,590037.8744450026,A-3,30,Congested
321,IBE_322,4403677.983407792,516386.13778900146,A-3,30,Moderate
322,IBE_323,4418858.72516325,516398.7710250375,A-3,30,Congested
323,IBE_324,4418364.426310157,517373.2021734187,A-3,30,Congested
324,IBE_325,4362291.211615291,549835.1199436294,N-310,30,Congested
325,IBE_326,4362052.030277446,550979.871210623,N-310,30,Congested
326,IBE_327,4360787.359181224,550878.1155517031,A-43,30,Congested
327,IBE_328,4360670.980760385,550986.5197951576,A-43,30,Congested
328,IBE_329,4362241.292728196,549734.96569313,N-310,30,Congested
329,IBE_330,4360432.149710648,548347.1559120843,N-310,30,Congested
330,IBE_331,4428509.67464959,498421.0017030051,N-400,30,Congested
331,IBE_332,4428071.664922419,499592.1682113543,A-3,30,Congested
332,IBE_333,4428114.839389373,499606.42492562474,A-3,30,Congested
333,IBE_334,4428487.881131516,499547.1249309153,A-3,30,Congested
334,IBE_335,4428574.383999355,498411.54122555687,N-400,30,Congested
335,IBE_336,4428380.106768487,498639.13635133737,N-400,30,Congested
336,IBE_337,4428364.700334099,501474.727158573,N-400,30,Congested
337,IBE_338,4371021.297844996,572068.0006111625,A-3,30,Congested
338,IBE_339,4370876.208322369,572387.0615420076,A-3,30,Congested
339,IBE_340,4370927.204360869,572558.5990185284,A-3,30,Congested
340,IBE_341,4416575.992036481,503789.80736890336,A-3,30,Moderate
341,IBE_342,4394734.160759641,521351.4239132175,N-420,30,Congested
342,IBE_343,4426332.947357526,511955.00197995116,A-3,30,Congested
343,IBE_344,4383802.269757389,528099.6921680137,N-420,30,Congested
344,IBE_345,4369803.992046525,618315.2747622707,A-3,30,Congested
345,IBE_346,4366445.795286761,589520.8872701039,N-310,30,Congested
346,IBE_347,4403693.7810891215,536901.8173917305,A-3,30,Congested
347,IBE_348,4410576.311703448,542474.9917102834,A-3,30,Congested
348,IBE_349,4412788.361141459,536171.4538001583,A-3,30,Congested
349,IBE_350,4410181.237027759,541840.2687558556,A-3,30,Congested
350,IBE_351,4423446.643936267,506296.45392278745,A-3,30,Congested
351,IBE_352,4366533.927565284,616385.4022884662,A-3,30,Congested
352,IBE_353,4413712.947629647,533373.3939514551,A-3,30,Congested
353,IBE_354,4767981.020630882,542657.4864434307,AP-1,20,Congested
354,IBE_355,4766344.712626702,540925.6251168391,AP-1,25,Congested
355,IBE_356,4792697.695985653,587887.1543877254,AP-8,30,Congested
356,IBE_357,4766191.847336569,562341.587990243,A-1,17,Congested
357,IBE_358,4797643.660553637,594312.6089347033,GI-636,30,Sufficient
358,IBE_359,4797297.348610576,594481.8993197682,GI-636-K,30,Sufficient
359,IBE_360,4769917.713647457,568689.3830786217,A-1,30,Congested
360,IBE_361,4797361.335522399,590813.6944016101,GI-636,5,Congested
361,IBE_362,4796734.129227863,593694.4533711979,AP-8,30,Sufficient
362,IBE_363,4796926.73977643,592896.5900979837,AP-8,30,Sufficient
363,IBE_364,4766919.776252176,545978.2734498561,AP-1,12,Congested
364,IBE_365,4771006.357556007,555410.6292300308,AP-1,30,Congested
365,IBE_366,4660510.272749979,967010.1762800375,C-25,29,Congested
366,IBE_367,4687922.179248772,969970.1752381758,N-260,30,Congested
367,IBE_368,4662208.323887518,976214.7914672714,AP-7N,24,Congested
368,IBE_369,4690826.004759224,991006.0610375028,N-2,9,Congested
369,IBE_370,4690761.356175624,980717.3010637697,N-260,30,Congested
370,IBE_371,4697963.780268882,990773.1886801666,N-2A,30,Congested
371,IBE_372,4697041.382824235,994893.908433191,N-2,30,Congested
372,IBE_373,4696303.80464306,998834.9155499203,N-260,30,Congested
373,IBE_374,4696344.214149913,998967.9798426847,N-260,30,Congested
374,IBE_375,4686138.818655137,990005.4242627122,AP-7N,30,Congested
375,IBE_376,4686082.674153609,989866.2666425008,AP-7N,17,Congested
376,IBE_377,4663461.344155116,982584.0528172294,N-2,30,Congested
377,IBE_378,4665202.849199508,982072.083631106,N-2A,30,Congested
378,IBE_379,4665652.661742965,983257.8560483108,N-2,30,Congested
379,IBE_380,4665789.3584184935,982080.6281617319,N-2A,30,Congested
380,IBE_381,4666512.571347653,982412.8131850791,N-2A,30,Congested
381,IBE_382,4636897.904553983,967988.8941064398,AP-7N,16,Congested
382,IBE_383,4708711.357598682,1006555.2371466374,N-260,30,Congested
383,IBE_384,4708103.651093721,1006003.5150722018,N-260,30,Congested
384,IBE_385,4699600.11820158,989742.0788555304,AP-7N,30,Congested
385,IBE_386,4699670.930155016,989557.6040063426,AP-7N,30,Congested
386,IBE_387,4640671.963962938,977046.4492306388,AP-7N,30,Congested
387,IBE_388,4638867.319625243,978701.3569511648,N-2,30,Congested
388,IBE_389,4638904.786041267,978659.4039312201,N-2,30,Congested
389,IBE_390,4702419.404362752,1005001.794545186,N-260,30,Congested
